Date,Supplier,Order number,Product,Price per 100 grams,Quantity in kg
2021-12-27,"Sipes, Harber and Lynch",S-1005916,UCOME,56,32120
2021-12-27,"Sipes, Harber and Lynch",S-1005917,UCOME,123.2,32120
2021-12-27,"Sipes, Harber and Lynch",S-1005918,UCOME,73.6,32040
2021-12-27,"Sipes, Harber and Lynch",S-1005919,UCOME,1016,32140
2021-12-27,"Sipes, Harber and Lynch",S-1005920,UCOME,43.2,32120
2021-12-27,"Sipes, Harber and Lynch",S-1005921,UCOME,1328,32120
2021-12-27,"Sipes, Harber and Lynch",S-1005922,UCOME,1428.8,32180
2021-12-27,"Sipes, Harber and Lynch",S-1005923,UCOME,35.2,31400
2021-12-27,"Sipes, Harber and Lynch",S-1005924,UCOME,56,32200
2021-12-24,Copperfield oil,Ref-1013960,Used cooking oil (UCO),44.8,31180
2021-12-24,Copperfield oil,Ref-1014157,Used cooking oil (UCO),816,35820
2021-12-24,"Sipes, Harber and Lynch",S-1005910,UCOME,104,32120
2021-12-24,Ledner and Lehner,Ref-1013027,Sunflower oil,1124.8,29680
2021-12-23,Ledner and Lehner,Ref-1012990,Sunflower oil,16,25220
2021-12-23,Ledner and Lehner,Ref-1013026,Sunflower oil,107.2,28040
2021-12-23,Ledner and Lehner,Ref-1013041,Sunflower oil,156.8,29500
2021-12-23,Ledner and Lehner,Ref-1013051,Sunflower oil,70.4,25120
2021-12-23,Ledner and Lehner,Ref-1013108,Sunflower oil,57.6,28660
2021-12-23,"Stroman, Swift and Rath",Ref-1013236,Used cooking oil (UCO),456,33140
2021-12-23,Copperfield oil,Ref-1013959,Used cooking oil (UCO),38.4,33060
2021-12-23,Copperfield oil,Ref-1014145,Used cooking oil (UCO),43.2,33680
2021-12-23,Copperfield oil,Ref-1014156,Used cooking oil (UCO),1241.6,37360
2021-12-23,"Sipes, Harber and Lynch",S-1005904,UCOME,953.6,32140
2021-12-23,"Sipes, Harber and Lynch",S-1005905,UCOME,54.4,31080
2021-12-23,"Sipes, Harber and Lynch",S-1005906,UCOME,248,32100
2021-12-23,"Sipes, Harber and Lynch",S-1005907,UCOME,329.6,32120
2021-12-23,"Sipes, Harber and Lynch",S-1005908,UCOME,100.8,32120
2021-12-23,"Sipes, Harber and Lynch",S-1005909,UCOME,67.2,32080
2021-12-23,"Sipes, Harber and Lynch",S-1005911,UCOME,92.8,32160
2021-12-23,"Sipes, Harber and Lynch",S-1005912,UCOME,665.6,32080
2021-12-23,"Sipes, Harber and Lynch",S-1005913,UCOME,840,32140
2021-12-23,"Sipes, Harber and Lynch",S-1005914,UCOME,75.2,32140
2021-12-22,Copperfield oil,Ref-1013958,Used cooking oil (UCO),132.8,36760
2021-12-22,Copperfield oil,Ref-1014144,Used cooking oil (UCO),718.4,37040
2021-12-22,Copperfield oil,Ref-1014155,Used cooking oil (UCO),44.8,33560
2021-12-22,"Sipes, Harber and Lynch",S-1005899,UCOME,46.4,32020
2021-12-22,"Sipes, Harber and Lynch",S-1005900,UCOME,112,32080
2021-12-22,"Sipes, Harber and Lynch",S-1005901,UCOME,92.8,32100
2021-12-22,"Sipes, Harber and Lynch",S-1005902,UCOME,96,32100
2021-12-22,"Sipes, Harber and Lynch",S-1005903,UCOME,289.6,32120
2021-12-22,Jones-Jenkins,S-1005943,UCOME,1265.6,31560
2021-12-22,Jones-Jenkins,S-1005944,UCOME,19.2,31640
2021-12-22,Ledner and Lehner,Ref-1014324,Sunflower oil,1172.8,29980
2021-12-22,Ledner and Lehner,Ref-1013025,Sunflower oil,249.6,28120
2021-12-22,Ledner and Lehner,Ref-1013040,Sunflower oil,809.6,30100
2021-12-22,Ledner and Lehner,Ref-1013075,Sunflower oil,36.8,25300
2021-12-22,Ledner and Lehner,Ref-1013076,Sunflower oil,1017.6,25180
2021-12-22,"Stroman, Swift and Rath",Ref-1013232,Used cooking oil (UCO),75.2,34560
2021-12-22,Ledner and Lehner,Ref-1012636,Sunflower oil,22.4,24460
2021-12-22,Jones-Jenkins,S-1005594,UCOME,102.4,32040
2021-12-22,Jones-Jenkins,S-1005595,UCOME,628.8,32180
2021-12-22,Jones-Jenkins,S-1005596,UCOME,241.6,32160
2021-12-21,Ledner and Lehner,Ref-1013039,Sunflower oil,513.6,31500
2021-12-21,Ledner and Lehner,Ref-1013122,Sunflower oil,1456,29340
2021-12-21,"Stroman, Swift and Rath",Ref-1013199,Used cooking oil (UCO),1088,33400
2021-12-21,Jones-Jenkins,S-1005577,UCOME,248,32120
2021-12-21,Jones-Jenkins,S-1005592,UCOME,356.8,32220
2021-12-21,Jones-Jenkins,S-1005593,UCOME,1062.4,32140
2021-12-21,Copperfield oil,Ref-1012822,Sunflower oil,196.8,22600
2021-12-21,Copperfield oil,Ref-1013957,Used cooking oil (UCO),52.8,32940
2021-12-21,"Hahn, Mueller and Strosin",Ref-1014031,Methanol,86.4,27952
2021-12-21,Copperfield oil,Ref-1014093,Sunflower oil,17.6,30340
2021-12-21,Copperfield oil,Ref-1014143,Used cooking oil (UCO),748.8,33480
2021-12-21,Copperfield oil,Ref-1014154,Used cooking oil (UCO),75.2,37180
2021-12-21,"Sipes, Harber and Lynch",S-1005891,UCOME,35.2,32140
2021-12-21,"Sipes, Harber and Lynch",S-1005892,UCOME,107.2,32120
2021-12-21,"Sipes, Harber and Lynch",S-1005893,UCOME,52.8,32140
2021-12-21,"Sipes, Harber and Lynch",S-1005894,UCOME,81.6,32160
2021-12-21,"Sipes, Harber and Lynch",S-1005895,UCOME,107.2,32160
2021-12-21,"Sipes, Harber and Lynch",S-1005896,UCOME,624,32180
2021-12-21,"Sipes, Harber and Lynch",S-1005897,UCOME,1240,32200
2021-12-21,"Sipes, Harber and Lynch",S-1005898,UCOME,1451.2,32180
2021-12-21,Jones-Jenkins,S-1005941,UCOME,1318.4,31940
2021-12-21,Jones-Jenkins,S-1005942,UCOME,1446.4,31840
2021-12-20,Copperfield oil,Ref-1013955,Used cooking oil (UCO),992,32760
2021-12-20,Copperfield oil,Ref-1013956,Used cooking oil (UCO),276.8,33420
2021-12-20,Copperfield oil,Ref-1014092,Sunflower oil,995.2,22800
2021-12-20,Copperfield oil,Ref-1014142,Used cooking oil (UCO),177.6,32980
2021-12-20,"Sipes, Harber and Lynch",S-1005888,UCOME,62.4,31080
2021-12-20,"Sipes, Harber and Lynch",S-1005889,UCOME,51.2,32000
2021-12-20,"Sipes, Harber and Lynch",S-1005890,UCOME,1249.6,32140
2021-12-20,Jones-Jenkins,S-1005576,UCOME,120,32120
2021-12-20,Jones-Jenkins,S-1005581,UCOME,264,32020
2021-12-20,Jones-Jenkins,S-1005582,UCOME,52.8,32100
2021-12-20,Jones-Jenkins,S-1005583,UCOME,108.8,32080
2021-12-20,Jones-Jenkins,S-1005584,UCOME,777.6,32100
2021-12-20,Jones-Jenkins,S-1005585,UCOME,132.8,32180
2021-12-20,Jones-Jenkins,S-1005586,UCOME,388.8,32180
2021-12-20,Jones-Jenkins,S-1005589,UCOME,81.6,31160
2021-12-20,Jones-Jenkins,S-1005590,UCOME,140.8,32160
2021-12-20,Jones-Jenkins,S-1005591,UCOME,57.6,32080
2021-12-20,Ledner and Lehner,Ref-1013038,Sunflower oil,75.2,31220
2021-12-20,Ledner and Lehner,Ref-1013109,Sunflower oil,443.2,28980
2021-12-20,Ledner and Lehner,Ref-1013121,Sunflower oil,536,29940
2021-12-20,"Stroman, Swift and Rath",Ref-1013180,Used cooking oil (UCO),65.6,27360
2021-12-20,"Stroman, Swift and Rath",Ref-1013181,Used cooking oil (UCO),22.4,27080
2021-12-20,"Stroman, Swift and Rath",Ref-1013182,Used cooking oil (UCO),873.6,32560
2021-12-20,"Stroman, Swift and Rath",Ref-1013200,Used cooking oil (UCO),78.4,33640
2021-12-19,"Hahn, Mueller and Strosin",Ref-1014030,Methanol,20.8,27989
2021-12-17,Copperfield oil,Ref-1013954,Used cooking oil (UCO),78.4,27420
2021-12-17,Copperfield oil,Ref-1014153,Used cooking oil (UCO),33.6,22520
2021-12-17,Copperfield oil,Ref-1014161,Used cooking oil (UCO),491.2,32640
2021-12-17,"Sipes, Harber and Lynch",S-1005886,UCOME,92.8,32140
2021-12-17,"Sipes, Harber and Lynch",S-1005887,UCOME,36.8,32080
2021-12-17,Ledner and Lehner,Ref-1013023,Sunflower oil,507.2,29120
2021-12-17,Ledner and Lehner,Ref-1013024,Sunflower oil,107.2,29080
2021-12-17,Ledner and Lehner,Ref-1013074,Sunflower oil,118.4,25760
2021-12-17,Ledner and Lehner,Ref-1013107,Sunflower oil,966.4,27260
2021-12-17,"Stroman, Swift and Rath",Ref-1013198,Used cooking oil (UCO),873.6,29740
2021-12-17,Jones-Jenkins,S-1005572,UCOME,54.4,32120
2021-12-17,Jones-Jenkins,S-1005573,UCOME,113.6,32120
2021-12-17,Jones-Jenkins,S-1005574,UCOME,668.8,32080
2021-12-17,Jones-Jenkins,S-1005575,UCOME,136,32100
2021-12-17,Ledner and Lehner,Ref-1012635,Sunflower oil,49.6,23800
2021-12-17,Jones-Jenkins,S-1005578,UCOME,48,32140
2021-12-17,Jones-Jenkins,S-1005579,UCOME,955.2,32100
2021-12-17,Jones-Jenkins,S-1005580,UCOME,25.6,32140
2021-12-16,Ledner and Lehner,Ref-1012986,Sunflower oil,78.4,29920
2021-12-16,Ledner and Lehner,Ref-1013106,Sunflower oil,92.8,29620
2021-12-16,Jones-Jenkins,S-1005553,UCOME,144,32160
2021-12-16,Jones-Jenkins,S-1005554,UCOME,120,31100
2021-12-16,Jones-Jenkins,S-1005557,UCOME,28.8,31060
2021-12-16,Jones-Jenkins,S-1005558,UCOME,1556.8,32100
2021-12-16,Jones-Jenkins,S-1005559,UCOME,33.6,32080
2021-12-16,Jones-Jenkins,S-1005560,UCOME,59.2,32020
2021-12-16,Jones-Jenkins,S-1005561,UCOME,22.4,32080
2021-12-16,Jones-Jenkins,S-1005562,UCOME,899.2,32160
2021-12-16,Jones-Jenkins,S-1005563,UCOME,41.6,32100
2021-12-16,Jones-Jenkins,S-1005564,UCOME,1094.4,32120
2021-12-16,Jones-Jenkins,S-1005565,UCOME,1593.6,32000
2021-12-16,Jones-Jenkins,S-1005566,UCOME,51.2,32200
2021-12-16,Jones-Jenkins,S-1005567,UCOME,1505.6,32160
2021-12-16,Jones-Jenkins,S-1005568,UCOME,89.6,32180
2021-12-16,Jones-Jenkins,S-1005569,UCOME,672,32100
2021-12-16,Jones-Jenkins,S-1005570,UCOME,774.4,32080
2021-12-16,Jones-Jenkins,S-1005571,UCOME,1043.2,32140
2021-12-16,Copperfield oil,Ref-1012821,Sunflower oil,542.4,32580
2021-12-16,Copperfield oil,Ref-1013953,Used cooking oil (UCO),142.4,32860
2021-12-15,Copperfield oil,Ref-1013952,Used cooking oil (UCO),1108.8,33760
2021-12-15,Copperfield oil,Ref-1014141,Used cooking oil (UCO),771.2,33780
2021-12-15,"Sipes, Harber and Lynch",S-1005881,UCOME,560,32060
2021-12-15,"Sipes, Harber and Lynch",S-1005885,UCOME,184,32160
2021-12-15,Ledner and Lehner,Ref-1012985,Sunflower oil,56,27940
2021-12-15,Ledner and Lehner,Ref-1013021,Sunflower oil,123.2,28180
2021-12-15,Ledner and Lehner,Ref-1013022,Sunflower oil,1235.2,27480
2021-12-15,Ledner and Lehner,Ref-1013037,Sunflower oil,499.2,30120
2021-12-15,Ledner and Lehner,Ref-1013105,Sunflower oil,694.4,29120
2021-12-15,Ledner and Lehner,Ref-1013120,Sunflower oil,83.2,29940
2021-12-15,"Stroman, Swift and Rath",Ref-1013246,Used cooking oil (UCO),225.6,31700
2021-12-15,Jones-Jenkins,S-1005544,UCOME,59.2,32240
2021-12-15,Jones-Jenkins,S-1005545,UCOME,89.6,31260
2021-12-15,Jones-Jenkins,S-1005546,UCOME,129.6,31960
2021-12-15,Jones-Jenkins,S-1005547,UCOME,123.2,32220
2021-12-15,Jones-Jenkins,S-1005548,UCOME,208,32100
2021-12-15,Jones-Jenkins,S-1005549,UCOME,88,32180
2021-12-15,Jones-Jenkins,S-1005550,UCOME,120,32080
2021-12-15,Jones-Jenkins,S-1005551,UCOME,937.6,31220
2021-12-15,Jones-Jenkins,S-1005552,UCOME,144,32000
2021-12-15,Jones-Jenkins,S-1005555,UCOME,24,32120
2021-12-15,Jones-Jenkins,S-1005556,UCOME,491.2,32140
2021-12-14,Ledner and Lehner,Ref-1012984,Sunflower oil,396.8,30000
2021-12-14,Ledner and Lehner,Ref-1013073,Sunflower oil,1195.2,25200
2021-12-14,Jones-Jenkins,S-1005541,UCOME,92.8,32080
2021-12-14,Jones-Jenkins,S-1005542,UCOME,107.2,32160
2021-12-14,Jones-Jenkins,S-1005543,UCOME,49.6,32180
2021-12-14,Copperfield oil,Ref-1012820,Sunflower oil,147.2,22840
2021-12-14,Copperfield oil,Ref-1013730,Sunflower oil,72,32920
2021-12-14,Copperfield oil,Ref-1013951,Used cooking oil (UCO),121.6,33020
2021-12-14,"Sipes, Harber and Lynch",S-1005872,UCOME,560,32100
2021-12-14,"Sipes, Harber and Lynch",S-1005873,UCOME,1297.6,31180
2021-12-14,"Sipes, Harber and Lynch",S-1005874,UCOME,142.4,32080
2021-12-14,Copperfield oil,Ref-1014140,Used cooking oil (UCO),1190.4,26260
2021-12-14,"Sipes, Harber and Lynch",S-1005882,UCOME,179.2,32080
2021-12-14,"Sipes, Harber and Lynch",S-1005883,UCOME,137.6,32160
2021-12-14,"Sipes, Harber and Lynch",S-1005884,UCOME,43.2,31280
2021-12-13,Copperfield oil,Ref-1013949,Used cooking oil (UCO),1254.4,31980
2021-12-13,Copperfield oil,Ref-1013950,Used cooking oil (UCO),721.6,35140
2021-12-13,"Sipes, Harber and Lynch",S-1005867,UCOME,1220.8,31960
2021-12-13,"Sipes, Harber and Lynch",S-1005868,UCOME,140.8,32040
2021-12-13,"Sipes, Harber and Lynch",S-1005869,UCOME,321.6,31140
2021-12-13,"Sipes, Harber and Lynch",S-1005870,UCOME,491.2,31360
2021-12-13,"Sipes, Harber and Lynch",S-1005871,UCOME,52.8,32180
2021-12-13,Copperfield oil,Ref-1014152,Used cooking oil (UCO),105.6,32180
2021-12-13,Ledner and Lehner,Ref-1013119,Sunflower oil,684.8,29960
2021-12-13,"Stroman, Swift and Rath",Ref-1013229,Used cooking oil (UCO),403.2,30220
2021-12-13,"Stroman, Swift and Rath",Ref-1013230,Used cooking oil (UCO),1172.8,32300
2021-12-13,"Stroman, Swift and Rath",Ref-1013244,Used cooking oil (UCO),1049.6,35160
2021-12-13,"Stroman, Swift and Rath",Ref-1013245,Used cooking oil (UCO),30.4,30520
2021-12-13,Jones-Jenkins,S-1005523,UCOME,830.4,32100
2021-12-13,Jones-Jenkins,S-1005538,UCOME,1267.2,32040
2021-12-13,Jones-Jenkins,S-1005539,UCOME,33.6,32100
2021-12-13,Jones-Jenkins,S-1005540,UCOME,897.6,32180
2021-12-10,Ledner and Lehner,Ref-1013020,Sunflower oil,33.6,29420
2021-12-10,Ledner and Lehner,Ref-1013072,Sunflower oil,43.2,24200
2021-12-10,"Stroman, Swift and Rath",Ref-1013227,Used cooking oil (UCO),897.6,34960
2021-12-10,"Stroman, Swift and Rath",Ref-1013228,Used cooking oil (UCO),512,33640
2021-12-10,Jones-Jenkins,S-1005512,UCOME,102.4,31200
2021-12-10,Jones-Jenkins,S-1005531,UCOME,83.2,32120
2021-12-10,Jones-Jenkins,S-1005532,UCOME,132.8,31860
2021-12-10,Jones-Jenkins,S-1005533,UCOME,41.6,32120
2021-12-10,Jones-Jenkins,S-1005534,UCOME,958.4,32080
2021-12-10,Jones-Jenkins,S-1005535,UCOME,504,32060
2021-12-10,Jones-Jenkins,S-1005536,UCOME,86.4,31200
2021-12-10,Jones-Jenkins,S-1005537,UCOME,1300.8,31860
2021-12-10,Copperfield oil,Ref-1013948,Used cooking oil (UCO),80,35080
2021-12-10,"Sipes, Harber and Lynch",S-1005861,UCOME,601.6,31080
2021-12-10,"Sipes, Harber and Lynch",S-1005865,UCOME,134.4,32140
2021-12-10,"Hahn, Mueller and Strosin",Ref-1014035,Methanol,1076.8,27960
2021-12-10,"Hahn, Mueller and Strosin",Ref-1013895,Methanol,97.6,27998
2021-12-10,Copperfield oil,Ref-1014151,Used cooking oil (UCO),40,33160
2021-12-09,Copperfield oil,Ref-1013947,Used cooking oil (UCO),401.6,33500
2021-12-09,"Sipes, Harber and Lynch",S-1005862,UCOME,67.2,32080
2021-12-09,"Sipes, Harber and Lynch",S-1005863,UCOME,46.4,30100
2021-12-09,"Sipes, Harber and Lynch",S-1005864,UCOME,126.4,32160
2021-12-09,Copperfield oil,Ref-1014091,Sunflower oil,499.2,31300
2021-12-09,Copperfield oil,Ref-1014150,Used cooking oil (UCO),883.2,32600
2021-12-09,Ledner and Lehner,Ref-1013019,Sunflower oil,32,28100
2021-12-09,Ledner and Lehner,Ref-1013117,Sunflower oil,1308.8,29920
2021-12-09,Jones-Jenkins,S-1005520,UCOME,340.8,31340
2021-12-09,Jones-Jenkins,S-1005521,UCOME,33.6,32140
2021-12-09,Jones-Jenkins,S-1005522,UCOME,60.8,32140
2021-12-09,Jones-Jenkins,S-1005524,UCOME,1358.4,31200
2021-12-09,Jones-Jenkins,S-1005525,UCOME,830.4,31920
2021-12-09,Jones-Jenkins,S-1005526,UCOME,134.4,32200
2021-12-09,Jones-Jenkins,S-1005527,UCOME,25.6,32140
2021-12-09,Jones-Jenkins,S-1005528,UCOME,1051.2,32120
2021-12-09,Jones-Jenkins,S-1005529,UCOME,321.6,31980
2021-12-09,Jones-Jenkins,S-1005530,UCOME,822.4,32160
2021-12-09,Ledner and Lehner,Ref-1012633,Sunflower oil,673.6,25440
2021-12-09,Copperfield oil,Ref-1012819,Sunflower oil,1158.4,29880
2021-12-08,Ledner and Lehner,Ref-1012983,Sunflower oil,92.8,29960
2021-12-08,Ledner and Lehner,Ref-1013104,Sunflower oil,1363.2,28120
2021-12-08,Ledner and Lehner,Ref-1013118,Sunflower oil,712,29980
2021-12-08,"Stroman, Swift and Rath",Ref-1013226,Used cooking oil (UCO),54.4,30120
2021-12-08,Jones-Jenkins,S-1005492,UCOME,960,32080
2021-12-08,Jones-Jenkins,S-1005509,UCOME,150.4,32200
2021-12-08,Jones-Jenkins,S-1005510,UCOME,92.8,31140
2021-12-08,Jones-Jenkins,S-1005511,UCOME,910.4,32160
2021-12-08,Jones-Jenkins,S-1005513,UCOME,1064,32160
2021-12-08,Jones-Jenkins,S-1005514,UCOME,531.2,32160
2021-12-08,Jones-Jenkins,S-1005515,UCOME,131.2,31980
2021-12-08,Jones-Jenkins,S-1005516,UCOME,28.8,32140
2021-12-08,Jones-Jenkins,S-1005517,UCOME,139.2,31200
2021-12-08,Jones-Jenkins,S-1005518,UCOME,67.2,32140
2021-12-08,Jones-Jenkins,S-1005519,UCOME,545.6,31260
2021-12-08,Copperfield oil,Ref-1013946,Used cooking oil (UCO),38.4,33560
2021-12-08,"Sipes, Harber and Lynch",S-1005829,UCOME,27.2,30080
2021-12-08,"Sipes, Harber and Lynch",S-1005852,UCOME,1254.4,32200
2021-12-08,"Sipes, Harber and Lynch",S-1005857,UCOME,625.6,32100
2021-12-08,"Sipes, Harber and Lynch",S-1005860,UCOME,25.6,32160
2021-12-08,Copperfield oil,Ref-1014090,Sunflower oil,70.4,23240
2021-12-08,Copperfield oil,Ref-1014139,Used cooking oil (UCO),1206.4,33970
2021-12-07,Copperfield oil,Ref-1013945,Used cooking oil (UCO),1420.8,33100
2021-12-07,"Sipes, Harber and Lynch",S-1005856,UCOME,132.8,32160
2021-12-07,"Sipes, Harber and Lynch",S-1005859,UCOME,1256,32080
2021-12-07,Copperfield oil,Ref-1014103,Used cooking oil (UCO),88,30860
2021-12-07,Copperfield oil,Ref-1014103,Used cooking oil (UCO),1196.8,2940
2021-12-07,Ledner and Lehner,Ref-1013035,Sunflower oil,128,29020
2021-12-07,Ledner and Lehner,Ref-1013036,Sunflower oil,401.6,27620
2021-12-07,Ledner and Lehner,Ref-1013071,Sunflower oil,64,25020
2021-12-07,Ledner and Lehner,Ref-1013102,Sunflower oil,448,26740
2021-12-07,Ledner and Lehner,Ref-1013103,Sunflower oil,104,25500
2021-12-07,"Stroman, Swift and Rath",Ref-1013221,Used cooking oil (UCO),267.2,31720
2021-12-07,Jones-Jenkins,S-1005502,UCOME,1097.6,31100
2021-12-07,Jones-Jenkins,S-1005503,UCOME,118.4,31100
2021-12-07,Jones-Jenkins,S-1005504,UCOME,107.2,32160
2021-12-07,Jones-Jenkins,S-1005505,UCOME,27.2,32140
2021-12-07,Jones-Jenkins,S-1005506,UCOME,376,30220
2021-12-07,Jones-Jenkins,S-1005507,UCOME,105.6,32220
2021-12-07,Jones-Jenkins,S-1005508,UCOME,65.6,32080
2021-12-07,Copperfield oil,Ref-1013729,Sunflower oil,35.2,22800
2021-12-06,Ledner and Lehner,Ref-1013018,Sunflower oil,523.2,28100
2021-12-06,"Stroman, Swift and Rath",Ref-1013219,Used cooking oil (UCO),324.8,31660
2021-12-06,"Stroman, Swift and Rath",Ref-1013220,Used cooking oil (UCO),60.8,30060
2021-12-06,Jones-Jenkins,S-1005494,UCOME,124.8,32100
2021-12-06,Jones-Jenkins,S-1005495,UCOME,249.6,32140
2021-12-06,Jones-Jenkins,S-1005496,UCOME,180.8,32080
2021-12-06,Jones-Jenkins,S-1005497,UCOME,1462.4,32080
2021-12-06,Jones-Jenkins,S-1005498,UCOME,1140.8,32140
2021-12-06,Jones-Jenkins,S-1005499,UCOME,769.6,31200
2021-12-06,Jones-Jenkins,S-1005500,UCOME,20.8,32220
2021-12-06,Jones-Jenkins,S-1005501,UCOME,1020.8,32160
2021-12-06,Copperfield oil,Ref-1013943,Used cooking oil (UCO),28.8,33160
2021-12-06,Copperfield oil,Ref-1013944,Used cooking oil (UCO),1017.6,31260
2021-12-06,"Sipes, Harber and Lynch",S-1005855,UCOME,883.2,30220
2021-12-06,"Sipes, Harber and Lynch",S-1005866,UCOME,116.8,31180
2021-12-06,"Hahn, Mueller and Strosin",Ref-1014029,Methanol,846.4,27997
2021-12-06,Copperfield oil,Ref-1014089,Sunflower oil,894.4,23980
2021-12-03,Copperfield oil,Ref-1013942,Used cooking oil (UCO),817.6,33440
2021-12-03,"Hahn, Mueller and Strosin",Ref-1014038,Methanol,1003.2,27998
2021-12-03,"Sipes, Harber and Lynch",S-1005877,UCOME,88,32140
2021-12-03,Copperfield oil,Ref-1012818,Sunflower oil,40,31960
2021-12-03,Ledner and Lehner,Ref-1013070,Sunflower oil,849.6,25360
2021-12-03,"Stroman, Swift and Rath",Ref-1013216,Used cooking oil (UCO),188.8,30540
2021-12-03,Jones-Jenkins,S-1005486,UCOME,275.2,31220
2021-12-03,Jones-Jenkins,S-1005487,UCOME,520,31940
2021-12-03,Jones-Jenkins,S-1005488,UCOME,46.4,32140
2021-12-03,Jones-Jenkins,S-1005489,UCOME,667.2,32020
2021-12-03,Jones-Jenkins,S-1005490,UCOME,110.4,32120
2021-12-03,Jones-Jenkins,S-1005491,UCOME,67.2,32140
2021-12-03,Jones-Jenkins,S-1005493,UCOME,488,32120
2021-12-02,Ledner and Lehner,Ref-1012982,Sunflower oil,526.4,29940
2021-12-02,Ledner and Lehner,Ref-1013017,Sunflower oil,144,28100
2021-12-02,Ledner and Lehner,Ref-1013047,Sunflower oil,484.8,24940
2021-12-02,Ledner and Lehner,Ref-1013069,Sunflower oil,132.8,25500
2021-12-02,"Stroman, Swift and Rath",Ref-1013215,Used cooking oil (UCO),321.6,31560
2021-12-02,"Stroman, Swift and Rath",Ref-1013218,Used cooking oil (UCO),1035.2,31840
2021-12-02,Jones-Jenkins,S-1005466,UCOME,665.6,31940
2021-12-02,Jones-Jenkins,S-1005475,UCOME,803.2,32100
2021-12-02,Jones-Jenkins,S-1005476,UCOME,19.2,32220
2021-12-02,Jones-Jenkins,S-1005477,UCOME,744,32020
2021-12-02,Jones-Jenkins,S-1005478,UCOME,747.2,32160
2021-12-02,Jones-Jenkins,S-1005479,UCOME,65.6,32100
2021-12-02,Jones-Jenkins,S-1005480,UCOME,508.8,32240
2021-12-02,Jones-Jenkins,S-1005481,UCOME,1070.4,31160
2021-12-02,Jones-Jenkins,S-1005482,UCOME,110.4,31220
2021-12-02,Jones-Jenkins,S-1005483,UCOME,180.8,32140
2021-12-02,Jones-Jenkins,S-1005484,UCOME,78.4,32140
2021-12-02,Jones-Jenkins,S-1005485,UCOME,92.8,32100
2021-12-02,Ledner and Lehner,Ref-1012634,Sunflower oil,108.8,15680
2021-12-02,Copperfield oil,Ref-1013774,Used cooking oil (UCO),102.4,9740
2021-12-02,Buckridge Inc,Ref-1013882,Used cooking oil (UCO),550.4,22190
2021-12-02,Buckridge Inc,Ref-1013883,Used cooking oil (UCO),1448,22060
2021-12-02,Buckridge Inc,Ref-1013886,Used cooking oil (UCO),86.4,22370
2021-12-02,Buckridge Inc,Ref-1013888,Used cooking oil (UCO),480,21890
2021-12-02,Copperfield oil,Ref-1013941,Used cooking oil (UCO),75.2,32980
2021-12-02,"Sipes, Harber and Lynch",S-1005854,UCOME,145.6,30100
2021-12-02,Copperfield oil,Ref-1013774,Used cooking oil (UCO),137.6,7060
2021-12-02,Copperfield oil,Ref-1013774,Used cooking oil (UCO),331.2,16720
2021-12-01,Buckridge Inc,Ref-1013881,Used cooking oil (UCO),35.2,22350
2021-12-01,Buckridge Inc,Ref-1013884,Used cooking oil (UCO),556.8,22150
2021-12-01,Buckridge Inc,Ref-1013891,Used cooking oil (UCO),20.8,22990
2021-12-01,Buckridge Inc,Ref-1013892,Used cooking oil (UCO),89.6,22090
2021-12-01,"Sipes, Harber and Lynch",S-1005850,UCOME,635.2,32060
2021-12-01,"Sipes, Harber and Lynch",S-1005851,UCOME,67.2,31200
2021-12-01,"Sipes, Harber and Lynch",S-1005853,UCOME,1214.4,32120
2021-12-01,Copperfield oil,Ref-1013468,Used cooking oil (UCO),80,32480
2021-12-01,Copperfield oil,Ref-1013469,Used cooking oil (UCO),516.8,32360
2021-12-01,Ledner and Lehner,Ref-1013609,Sunflower oil,96,24300
2021-12-01,Ledner and Lehner,Ref-1013610,Sunflower oil,51.2,24160
2021-12-01,Ledner and Lehner,Ref-1012631,Sunflower oil,121.6,25720
2021-12-01,Ledner and Lehner,Ref-1012632,Sunflower oil,508.8,24560
2021-12-01,Copperfield oil,Ref-1012817,Sunflower oil,145.6,31240
2021-12-01,Ledner and Lehner,Ref-1013046,Sunflower oil,57.6,24260
2021-12-01,Ledner and Lehner,Ref-1013116,Sunflower oil,144,29940
2021-12-01,"Stroman, Swift and Rath",Ref-1013213,Used cooking oil (UCO),283.2,31660
2021-12-01,"Stroman, Swift and Rath",Ref-1013217,Used cooking oil (UCO),592,27980
2021-12-01,Jones-Jenkins,S-1005462,UCOME,272,31180
2021-12-01,Jones-Jenkins,S-1005464,UCOME,593.6,31400
2021-12-01,Jones-Jenkins,S-1005465,UCOME,104,32160
2021-12-01,Jones-Jenkins,S-1005467,UCOME,76.8,32180
2021-12-01,Jones-Jenkins,S-1005468,UCOME,1379.2,32080
2021-12-01,Jones-Jenkins,S-1005469,UCOME,249.6,32100
2021-12-01,Jones-Jenkins,S-1005470,UCOME,776,32120
2021-12-01,Jones-Jenkins,S-1005471,UCOME,51.2,32080
2021-12-01,Jones-Jenkins,S-1005472,UCOME,921.6,32140
2021-12-01,Jones-Jenkins,S-1005473,UCOME,187.2,32100
2021-12-01,Jones-Jenkins,S-1005474,UCOME,145.6,32100
2021-11-30,Ledner and Lehner,Ref-1012981,Sunflower oil,83.2,29900
2021-11-30,"Stroman, Swift and Rath",Ref-1013211,Used cooking oil (UCO),1361.6,27840
